AVInterval,DD_factor,DP_rule,throughput,avgFT,avgWIP
22,106,3,5,136.2,4.323333333333333
44,169,1,4,110.5,1.7866666666666666
22,174,2,5,134.4,4.293333333333333
2,190,2,5,181.2,71.66
32,184,2,4,117.25,2.63
16,123,2,5,159.4,6.99
34,131,3,5,114.0,2.45
14,121,2,5,153.4,8.156666666666666
46,115,3,4,103.25,1.5833333333333333
20,156,2,5,142.8,4.78
6,177,1,6,185.0,22.333333333333332
36,155,1,4,113.0,2.2266666666666666
48,144,1,3,108.0,1.56
19,125,2,5,148.6,5.726666666666667
39,167,2,4,112.0,1.8933333333333333
20,173,2,5,151.6,5.466666666666667
21,121,1,5,141.0,4.87
33,161,3,4,122.0,2.7266666666666666
48,114,2,4,103.25,1.5633333333333332
45,199,3,4,106.0,1.63
18,166,1,5,149.2,5.786666666666667
8,117,3,5,164.6,15.97
22,184,2,5,136.2,4.323333333333333
15,198,1,5,150.2,7.053333333333334
30,161,3,5,124.4,3.046666666666667
29,179,3,5,124.0,3.033333333333333
28,138,3,5,121.2,2.97
40,126,1,4,107.25,1.83
11,135,1,5,158.8,11.116666666666667
26,163,1,5,122.8,3.3466666666666667
39,110,3,4,114.25,1.9533333333333334
48,126,1,3,104.66666666666667,1.5266666666666666
23,198,1,5,137.2,4.433333333333334
37,173,1,4,116.0,2.2866666666666666
41,194,3,4,106.0,1.8233333333333333
20,179,2,5,142.8,4.9
4,173,3,5,172.6,34.156666666666666
14,135,3,5,151.8,8.13
16,187,1,5,153.6,6.72
28,182,3,5,125.4,3.256666666666667
38,119,2,4,109.0,1.8733333333333333
34,112,1,4,114.5,2.2066666666666666
24,196,2,5,126.2,3.783333333333333
29,143,2,5,125.4,3.1066666666666665
1,136,3,6,196.66666666666666,146.52666666666667
4,183,1,6,189.66666666666666,34.39333333333333
30,139,1,5,124.0,2.8533333333333335
49,170,3,4,102.25,1.54
17,140,2,5,156.2,6.383333333333334
13,172,3,5,158.0,9.263333333333334
33,103,2,5,116.0,2.5933333333333333
34,108,2,5,118.2,2.58
29,148,3,5,119.2,2.953333333333333
28,142,1,5,127.2,3.203333333333333
14,124,2,5,155.4,8.19
44,107,1,4,107.25,1.75
25,101,1,5,130.2,3.58
30,139,1,5,121.2,2.8866666666666667
35,180,2,4,111.75,2.19
36,125,3,5,111.4,2.2866666666666666
16,113,1,5,143.2,6.546666666666667
10,180,3,6,168.5,11.88
36,105,3,4,111.5,2.2066666666666666
38,153,1,5,109.0,2.1566666666666667
47,117,1,4,103.25,1.5733333333333333
23,199,2,5,133.6,4.373333333333333
45,115,3,4,108.25,1.7466666666666666
5,153,2,5,176.0,26.783333333333335
49,117,2,3,107.33333333333333,1.5633333333333332
14,133,2,5,154.0,8.166666666666666
10,199,1,5,159.8,11.863333333333333
41,123,1,4,112.0,1.9033333333333333
38,110,1,5,109.2,2.14
42,173,3,4,106.0,1.8333333333333333
6,124,2,5,174.2,21.823333333333334
36,166,1,4,112.75,2.223333333333333
26,180,2,5,128.8,3.466666666666667
28,165,2,5,122.6,3.1766666666666667
47,113,2,3,108.66666666666667,1.5566666666666666
10,188,1,6,176.0,12.643333333333333
47,147,3,4,106.0,1.6833333333333333
18,171,1,5,141.8,5.663333333333333
19,153,2,5,155.8,5.846666666666667
18,117,1,5,153.2,5.8533333333333335
26,188,1,5,122.6,3.3433333333333333
31,114,3,5,118.6,2.703333333333333
13,109,1,5,157.2,9.25
16,186,1,5,148.2,6.63
6,113,3,5,168.6,21.73
29,113,1,5,121.6,2.993333333333333
6,146,1,5,170.0,21.753333333333334
43,169,3,4,109.0,1.7566666666666666
1,146,1,5,182.6,146.61333333333334
6,129,1,5,165.2,21.673333333333332
30,176,1,5,123.0,2.93
2,141,2,5,188.8,71.78666666666666
45,107,3,4,107.25,1.7066666666666668
33,136,2,4,115.0,2.6333333333333333
29,154,3,4,123.0,3.09
1,181,1,6,191.83333333333334,146.43
8,136,2,5,169.8,16.05666666666667
40,199,1,4,107.25,1.83
9,177,1,5,170.8,14.186666666666667
46,160,3,4,104.0,1.6266666666666667
3,142,3,5,176.4,46.65
47,167,3,3,106.0,1.53
21,189,2,5,140.8,4.866666666666666
4,173,1,5,177.2,34.233333333333334
33,149,1,5,116.6,2.6033333333333335
34,135,1,5,112.4,2.4233333333333333
46,179,2,4,109.75,1.77
22,137,2,5,138.0,4.3533333333333335
39,185,2,4,103.0,1.7633333333333334
12,127,2,5,164.6,9.583333333333334
46,108,1,4,103.25,1.67
22,169,2,6,137.5,4.546666666666667
2,149,2,6,191.33333333333334,71.51333333333334
41,149,3,4,106.0,1.8233333333333333
8,184,3,5,174.8,16.14
49,147,1,3,103.66666666666667,1.5266666666666666
29,128,3,5,132.0,3.25
26,179,2,5,129.6,3.46
46,116,3,4,109.25,1.7633333333333334
34,189,2,5,113.8,2.4166666666666665
34,106,3,5,115.8,2.5
25,115,1,5,131.4,3.5
30,107,1,4,115.0,2.533333333333333
4,130,2,5,172.2,34.15
12,153,3,5,162.0,9.54
30,117,1,5,121.2,2.8866666666666667
27,158,1,5,129.0,3.5
43,164,1,4,109.25,1.78
39,102,2,4,112.0,1.8933333333333333
7,189,2,5,164.4,18.28
22,113,3,5,136.0,4.32
2,129,3,5,176.6,71.58333333333333
2,140,3,5,182.8,71.68666666666667
39,189,2,4,105.25,1.8033333333333332
34,181,2,5,110.6,2.3833333333333333
44,162,1,4,103.75,1.6166666666666667
33,177,3,5,118.4,2.6333333333333333
7,152,1,5,178.4,18.513333333333332
23,134,3,5,139.2,4.466666666666667
40,183,2,4,112.0,1.8933333333333333
1,199,2,6,199.33333333333334,146.58
1,165,3,5,182.4,146.61
46,121,3,4,103.25,1.67
7,103,1,5,174.8,18.453333333333333
40,169,1,4,105.75,1.81
47,198,2,4,107.75,1.6933333333333334
37,179,1,4,112.75,2.243333333333333
44,117,3,4,103.5,1.6133333333333333
24,189,1,5,134.0,3.9133333333333336
10,121,3,5,161.4,11.89
27,111,3,5,124.8,3.43
43,125,2,4,108.75,1.7733333333333334
39,128,1,4,109.75,1.8933333333333333
16,194,2,5,153.0,6.71
25,106,1,5,132.8,3.743333333333333
17,104,3,5,142.2,6.11
24,185,2,5,130.2,3.85
33,194,1,5,111.8,2.5233333333333334
19,125,2,5,142.0,5.216666666666667
21,156,1,5,144.6,4.93
7,184,3,5,171.6,18.4
12,133,3,5,158.2,9.476666666666667
14,131,1,5,158.6,8.243333333333334
8,125,3,5,164.0,15.96
49,119,2,3,108.0,1.57
28,138,1,4,121.75,3.0233333333333334
29,156,1,5,119.2,2.953333333333333
25,104,1,5,131.2,3.5566666666666666
3,143,2,5,184.4,46.78333333333333
48,120,1,4,107.0,1.6133333333333333
11,103,1,5,161.2,11.156666666666666
27,116,3,5,128.0,3.4833333333333334
48,131,3,3,105.0,1.53
17,163,1,5,151.0,6.256666666666667
44,193,3,4,103.75,1.71
48,138,3,3,108.33333333333333,1.5633333333333332
8,182,2,5,170.8,16.073333333333334
14,119,2,5,155.8,8.196666666666667
38,151,2,4,112.0,1.9533333333333334
6,148,2,5,171.4,21.776666666666667
12,188,3,5,156.4,9.446666666666667
1,163,2,5,185.8,146.66666666666666
49,150,3,3,109.33333333333333,1.5833333333333333
18,157,1,5,153.2,5.8533333333333335
9,104,3,5,163.4,14.063333333333333
15,155,2,5,154.2,7.12
47,126,2,3,105.33333333333333,1.5233333333333334
24,187,3,5,136.2,3.9966666666666666
38,183,3,4,108.75,1.83
39,143,3,4,111.75,1.92
3,178,1,6,186.0,46.5
30,150,3,5,122.0,2.8866666666666667
39,178,3,4,111.75,1.88
49,125,2,3,104.33333333333333,1.5333333333333334
46,138,1,4,110.25,1.7633333333333334
47,190,1,4,107.0,1.65
1,158,3,6,198.83333333333334,146.57
32,129,3,5,117.8,2.6033333333333335
13,175,2,5,156.6,9.24
39,136,2,4,109.25,1.8766666666666667
15,151,2,5,156.6,7.533333333333333
20,135,3,5,142.6,4.926666666666667
43,123,2,4,102.75,1.68
35,197,1,4,110.25,2.17
2,191,2,5,183.0,71.69
11,118,1,5,166.0,11.236666666666666
17,134,3,5,148.0,6.206666666666667
44,139,2,4,103.25,1.6033333333333333
42,104,3,4,105.25,1.8233333333333333
30,144,2,4,125.25,2.67
8,155,1,5,161.0,15.91
45,156,3,4,105.0,1.65
40,188,2,4,111.25,1.8833333333333333
12,187,2,5,165.2,9.593333333333334
49,163,2,4,103.5,1.5566666666666666
24,124,2,5,144.4,4.25
27,163,1,5,130.2,3.52
30,176,3,5,114.2,2.61
30,166,3,5,125.2,3.0733333333333333
13,140,2,5,162.8,9.343333333333334
22,127,1,5,142.8,4.486666666666666
23,107,2,5,134.0,4.38
40,196,3,4,111.5,1.8866666666666667
37,132,3,4,114.25,2.263333333333333
22,187,1,5,138.2,4.3566666666666665
35,155,2,4,108.0,2.14
2,192,3,6,191.5,71.51666666666667
47,184,2,4,106.25,1.6733333333333333
30,130,2,5,123.4,3.0033333333333334
36,192,2,5,110.0,2.243333333333333
13,109,3,5,155.0,9.213333333333333
46,163,3,4,108.0,1.7333333333333334
38,112,3,4,112.75,1.9433333333333334
40,133,2,4,107.0,1.8266666666666667
26,118,3,5,136.8,3.8
30,153,1,5,124.4,3.046666666666667
22,111,1,5,137.4,4.343333333333334
29,153,1,4,129.25,3.1733333333333333
35,189,1,5,112.0,2.3966666666666665
13,195,3,5,159.8,9.293333333333333
27,176,2,5,129.6,3.51
47,127,3,4,108.25,1.7133333333333334
39,140,1,4,112.5,1.89
8,116,1,5,168.2,16.03
30,197,3,5,122.8,2.966666666666667
42,124,1,4,100.0,1.7533333333333334
18,143,2,5,153.2,5.963333333333333
34,178,3,4,117.25,2.243333333333333
10,185,1,5,161.4,11.89
39,177,2,4,107.75,1.8266666666666667
25,166,3,5,135.6,3.93
3,125,1,5,175.4,46.63333333333333
9,138,3,5,174.4,14.246666666666666
44,122,1,4,110.5,1.7866666666666666
31,116,2,5,121.6,2.8733333333333335
44,115,3,4,109.5,1.7733333333333334
44,113,2,4,100.0,1.56
2,109,2,6,192.66666666666666,71.54
17,115,1,5,146.2,6.176666666666667
6,179,1,5,180.8,21.933333333333334
27,170,1,5,128.2,3.486666666666667
42,159,1,4,110.0,1.8866666666666667
26,147,3,5,127.0,3.4166666666666665
9,161,1,6,170.16666666666666,13.933333333333334
26,120,2,5,128.2,3.4966666666666666
26,100,1,5,134.0,3.6133333333333333
15,108,2,5,149.0,7.033333333333333
17,114,2,5,147.0,6.19
24,126,3,5,139.0,4.113333333333333
15,149,2,5,144.6,6.96
48,117,3,4,105.75,1.6033333333333333
35,134,3,4,112.0,2.1933333333333334
9,153,1,5,165.4,14.096666666666666
8,157,3,5,169.6,16.053333333333335
9,145,3,5,167.0,14.123333333333333
11,195,3,5,164.0,11.203333333333333
16,145,2,5,150.0,6.66
13,152,2,5,162.0,9.33
12,178,2,5,158.8,9.486666666666666
36,179,3,5,113.0,2.2933333333333334
30,127,2,5,122.8,2.966666666666667
27,132,3,4,127.75,3.5933333333333333
18,127,2,5,150.6,5.846666666666667
25,150,2,5,136.4,3.8433333333333333
31,109,2,5,121.6,2.8866666666666667
7,107,2,5,166.2,18.31
49,130,1,3,108.0,1.57
29,104,2,5,123.2,3.1033333333333335
32,193,3,5,118.0,2.6466666666666665
26,167,2,5,124.8,3.38
12,100,1,5,158.6,9.483333333333333
28,164,2,5,121.2,2.97
7,167,2,5,169.0,18.356666666666666
14,150,1,5,154.2,8.17
36,188,2,4,111.5,2.2066666666666666
24,145,2,5,142.8,4.153333333333333
21,112,2,5,140.6,4.863333333333333
31,159,2,5,125.8,2.9566666666666666
37,128,1,5,109.8,2.22
49,153,3,3,108.0,1.57
17,113,1,5,148.2,6.21
40,112,3,4,104.0,1.7866666666666666
5,153,3,6,183.5,26.813333333333333
6,111,2,5,171.4,21.776666666666667
33,144,3,5,109.4,2.4833333333333334
21,153,1,5,142.2,4.89
45,141,1,4,107.5,1.7366666666666666
48,127,2,3,100.0,1.48
34,142,3,5,116.4,2.54
10,140,1,5,168.8,12.013333333333334
25,135,3,5,129.8,3.5933333333333333
22,166,2,5,143.6,4.6866666666666665
19,183,2,5,141.8,5.213333333333333
47,110,1,4,106.0,1.6833333333333333
34,190,1,4,113.5,2.1933333333333334
32,161,1,5,118.2,2.703333333333333
36,115,2,4,114.75,2.25
23,119,2,4,133.75,4.543333333333333
37,137,2,4,107.25,2.17
39,140,3,4,105.0,1.79
30,126,2,5,120.4,2.8866666666666667
39,192,2,4,108.0,1.83
13,188,1,5,166.8,9.41
49,164,2,4,102.25,1.54
11,186,1,6,164.0,10.98
29,178,3,5,122.2,3.0033333333333334
41,148,3,4,102.75,1.78
19,166,3,5,151.2,5.6033333333333335
42,136,2,4,103.5,1.8
15,146,1,5,153.6,7.11
33,183,2,5,117.4,2.6166666666666667
44,186,2,4,108.5,1.7533333333333334
35,144,1,4,120.25,2.3033333333333332
17,180,2,5,144.2,6.1433333333333335
28,167,3,5,123.8,3.1466666666666665
22,102,2,5,132.4,4.26
11,144,2,5,161.2,11.156666666666666
22,156,1,5,136.8,4.333333333333333
3,186,1,5,182.8,46.75666666666667
30,183,1,5,122.2,2.89
30,180,2,5,127.0,3.1033333333333335
1,101,2,5,180.0,146.57
40,148,1,4,106.75,1.8233333333333333
49,166,1,3,108.66666666666667,1.5766666666666667
17,126,3,5,142.8,6.12
48,189,2,3,104.33333333333333,1.5233333333333334
33,192,1,5,117.0,2.61
39,194,3,4,110.75,1.8666666666666667
8,125,3,5,170.0,16.06
22,188,1,5,140.2,4.443333333333333
45,131,3,4,109.25,1.76
26,127,2,5,134.8,3.6666666666666665
1,139,3,6,193.83333333333334,146.47
41,179,3,4,107.0,1.8366666666666667
42,142,1,4,105.0,1.82
18,176,2,5,141.2,5.653333333333333
35,138,2,4,107.5,2.1333333333333333
25,151,3,5,122.6,3.2933333333333334
22,167,1,5,139.4,4.376666666666667
20,185,1,5,145.8,5.16
48,145,2,3,108.66666666666667,1.5666666666666667
2,191,1,5,178.2,71.61
32,112,3,5,114.4,2.546666666666667
41,116,3,4,107.5,1.8433333333333333
16,161,1,5,149.6,6.653333333333333
26,170,2,5,132.8,3.513333333333333
21,197,3,5,145.6,4.946666666666666
34,124,1,4,112.0,2.1733333333333333
14,181,1,5,154.2,8.17
11,196,2,5,155.2,11.056666666666667
15,188,1,6,159.0,7.556666666666667
39,177,1,5,102.0,2.0033333333333334
49,157,2,3,104.33333333333333,1.5333333333333334
39,184,2,4,109.5,1.85
9,149,3,5,161.8,14.036666666666667
35,195,3,4,118.5,2.28
24,108,2,5,129.0,3.83
30,137,1,5,125.2,3.006666666666667
5,171,2,5,173.4,26.74
29,150,3,5,127.8,3.23
8,122,3,5,158.2,15.863333333333333
46,173,2,4,104.0,1.6266666666666667
49,177,1,3,104.33333333333333,1.5333333333333334
36,195,2,4,107.5,2.1533333333333333
42,110,1,4,107.75,1.8566666666666667
45,182,1,4,109.25,1.76
20,113,2,5,135.2,4.653333333333333
15,152,3,5,153.0,7.333333333333333
6,118,2,5,175.8,21.85
40,186,3,4,107.25,1.83
6,164,2,6,178.83333333333334,22.066666666666666
3,175,3,6,194.33333333333334,46.666666666666664
14,142,2,5,159.4,8.256666666666666
16,140,2,5,149.2,6.6466666666666665
34,196,3,5,110.6,2.3833333333333333
40,100,1,4,106.0,1.8133333333333332
33,126,1,4,114.75,2.63
18,105,3,5,148.0,5.766666666666667
13,146,2,6,163.5,9.163333333333334
16,183,2,5,149.4,6.65
41,122,1,4,112.0,1.9033333333333333
26,149,3,5,127.8,3.45
35,130,2,4,113.75,2.216666666666667
12,112,2,5,157.6,9.466666666666667
5,124,2,6,181.83333333333334,26.60333333333333
5,127,2,5,173.2,26.736666666666668
46,134,1,4,106.0,1.62
21,120,2,5,146.4,4.99
30,141,2,5,119.8,2.85
31,125,2,5,128.4,3.026666666666667
34,193,2,5,116.2,2.546666666666667
2,148,1,5,178.8,71.62
8,160,2,5,169.6,16.053333333333335
6,111,1,5,170.2,21.756666666666668
24,173,2,5,136.0,3.993333333333333
5,194,2,5,169.4,26.673333333333332
9,132,2,5,162.8,14.053333333333333
19,108,2,5,145.4,5.273333333333333
9,179,1,6,175.83333333333334,14.046666666666667
14,151,3,5,158.6,8.243333333333334
30,142,2,5,126.0,3.02
7,176,1,6,183.0,18.6
11,164,2,5,153.2,11.023333333333333
24,128,1,5,132.2,3.8833333333333333
31,186,3,4,117.25,2.5966666666666667
16,175,2,5,154.0,6.726666666666667
46,104,3,4,107.0,1.72
8,195,2,5,162.6,15.936666666666667
39,165,2,4,111.75,1.92
5,164,2,5,171.4,26.706666666666667
1,160,3,5,180.0,146.57
17,116,3,5,149.0,6.343333333333334
10,110,1,5,159.0,11.85
7,199,2,5,173.6,18.433333333333334
11,123,1,5,158.8,11.116666666666667
21,172,1,5,137.8,4.816666666666666
26,176,1,5,131.2,3.506666666666667
25,153,3,5,139.2,4.03
29,106,3,5,126.0,3.066666666666667
26,133,3,5,127.0,3.4166666666666665
38,196,3,5,104.0,2.0733333333333333
5,144,1,5,170.0,26.683333333333334
44,147,2,4,106.0,1.7266666666666666
4,134,3,6,193.33333333333334,34.693333333333335
28,103,3,5,134.0,3.466666666666667
13,120,1,6,166.16666666666666,9.216666666666667
15,185,3,5,147.6,7.01
9,153,1,5,162.2,14.043333333333333
24,115,3,5,138.0,3.98
25,187,3,5,139.2,3.93
37,124,3,4,108.75,2.19
20,153,2,5,148.6,5.116666666666666
19,181,1,5,148.4,5.323333333333333
27,109,3,5,121.2,3.37
33,175,3,4,120.0,2.7
21,150,1,5,140.6,4.863333333333333
18,173,1,5,141.2,5.653333333333333
30,194,2,4,115.0,2.533333333333333
40,173,2,4,104.5,1.7933333333333332
29,109,2,5,125.4,3.14
48,182,2,4,107.0,1.6133333333333333
4,164,3,5,179.4,34.27
7,140,2,5,176.8,18.486666666666668
22,186,2,5,138.6,4.363333333333333
28,114,3,5,130.0,3.3
19,111,1,5,147.8,5.413333333333333
22,160,1,5,138.0,4.3533333333333335
41,199,1,4,108.5,1.8566666666666667
11,188,1,5,166.8,11.25
21,171,2,5,140.0,4.8533333333333335
23,131,3,5,140.6,4.49
31,121,2,5,120.4,2.7733333333333334
7,196,1,5,168.8,18.35333333333333
26,129,1,5,127.8,3.43
30,190,3,5,126.8,3.06
32,163,1,5,113.0,2.5233333333333334
45,189,3,4,108.25,1.6933333333333334
5,139,3,5,182.4,26.89
16,186,3,5,152.0,6.693333333333333
47,167,2,4,106.0,1.6233333333333333
30,120,3,5,120.0,2.8666666666666667
3,159,2,6,192.5,46.63
13,140,2,5,149.2,9.116666666666667
10,142,2,5,162.8,11.913333333333334
7,105,2,5,165.0,18.29
21,192,2,5,144.8,4.933333333333334
47,186,3,4,102.75,1.5666666666666667
47,134,3,4,102.75,1.64
26,143,1,5,130.0,3.466666666666667
43,152,1,4,105.5,1.73
16,127,2,5,146.8,6.6066666666666665
49,143,1,4,103.25,1.5533333333333332
29,142,3,5,117.2,2.92
15,183,2,5,155.2,7.136666666666667
48,194,1,4,103.25,1.5633333333333332
13,123,2,6,158.5,9.063333333333333
25,192,1,5,131.4,3.5
11,196,2,5,167.8,11.266666666666667
27,146,2,5,131.6,3.5433333333333334
